ts_ms,metric_group,metric_name,metric_numeric_value,metric_text,labels
1779380559626,ml,ranking_count,0.0,,{}
1779380559626,ml,signal_count,0.0,,{}
1779380559626,ml,inference_failures,0.0,,{}
1779380559626,ml,fallback_predictions,0.0,,{}
1779380559626,ml,last_refresh_ts_ms,,,{}
1779380559626,ml,last_ranking_ts_ms,,,{}
1779380559626,ml,top_symbols,,,"{""value_json"": ""[]""}"
1779380559626,ml,shadow_prediction_count,0.0,,{}
1779380559626,ml,shadow_candidate_count,0.0,,{}
1779380559626,ml,shadow_signal_count,0.0,,{}
1779380559626,ml,shadow_would_trade_count,0.0,,{}
1779380559626,ml,shadow_blocked_execution_count,0.0,,{}
1779380559626,ml,parity_check_count,0.0,,{}
1779380559626,ml,parity_failure_count,0.0,,{}
1779380559626,execution,fills,0.0,,{}
1779380559626,execution,open_positions,0.0,,{}
1779380559626,execution,exposure,0.0,,{}
1779380559626,execution,realized_pnl,0.0,,{}
1779380559626,execution,unrealized_pnl,0.0,,{}
1779380559626,execution,equity,100.0,,{}
1779380559626,execution,cash,100.0,,{}
1779380559626,execution,rejected_orders,0.0,,{}
1779380559626,execution,open_orders,0.0,,{}
1779380559626,execution,broker_realized_pnl,0.0,,{}
1779380559626,execution,broker_trades,0.0,,{}
1779380559626,execution,broker_wins,0.0,,{}
1779380559626,execution,broker_losses,0.0,,{}
1779380559626,execution,broker_win_rate,0.0,,{}
1779380559626,execution,broker_avg_hold_s,0.0,,{}
1779380559626,execution,broker_current_losing_streak,0.0,,{}
1779380559626,execution,broker_worst_losing_streak,0.0,,{}
1779380559626,execution,broker_open_orders,0.0,,{}
1779380559626,execution,broker_broker_mode,,live_alpaca,{}
1779380559626,safety,safe_mode,0.0,,{}
1779380559626,safety,kill_switch,0.0,,{}
1779380559626,safety,runtime_health_status,,OK,{}
1779380559626,safety,api_errors,0.0,,{}
1779380559626,safety,order_rejections,0.0,,{}
1779380559626,safety,stale_data_violations,0.0,,{}
1779380559626,safety,health_messages,,,"{""value_json"": ""[]""}"
1779380559626,system,rss_memory_mb,81.465,,{}
1779380559626,system,thread_count,2.0,,{}
1779380559626,system,sqlite_size_mb,1881.99,,{}
1779380574641,runtime,uptime_seconds,45.117,,{}
1779380574641,runtime,runtime_profile,,dry_run,{}
1779380574641,runtime,process_start_ts,1779380529.0,,{}
1779380574641,runtime,process_start_ts_ms,1779380529524.0,,{}
1779380574641,runtime,pid,42498.0,,{}
1779380574641,runtime,heartbeat_age_seconds,5.003,,{}
1779380574641,market_data,ws_connected,0.0,,{}
1779380574641,market_data,ws_disconnect_count,0.0,,{}
1779380574641,market_data,poll_ok,103.0,,{}
1779380574641,market_data,poll_err,0.0,,{}
1779380574641,market_data,poll_backoff_s,0.0,,{}
1779380574641,market_data,active_symbols,3.0,,{}
1779380574641,market_data,ready_symbols,0.0,,{}
1779380574641,market_data,ready_symbol_list,,,"{""value_json"": ""[]""}"
1779380574641,market_data,stale_symbols,,,"{""value_json"": ""[]""}"
1779380574641,market_data,stale_global,0.0,,{}
1779380574641,ml,feature_updates,97.0,,{}
1779380574641,ml,prediction_count,0.0,,{}
1779380574641,ml,candidate_count,0.0,,{}
1779380574641,ml,ranking_count,0.0,,{}
1779380574641,ml,signal_count,0.0,,{}
1779380574641,ml,inference_failures,0.0,,{}
1779380574641,ml,fallback_predictions,0.0,,{}
1779380574641,ml,last_refresh_ts_ms,,,{}
1779380574641,ml,last_ranking_ts_ms,,,{}
1779380574641,ml,top_symbols,,,"{""value_json"": ""[]""}"
1779380574641,ml,shadow_prediction_count,0.0,,{}
1779380574641,ml,shadow_candidate_count,0.0,,{}
1779380574641,ml,shadow_signal_count,0.0,,{}
1779380574641,ml,shadow_would_trade_count,0.0,,{}
1779380574641,ml,shadow_blocked_execution_count,0.0,,{}
1779380574641,ml,parity_check_count,0.0,,{}
1779380574641,ml,parity_failure_count,0.0,,{}
1779380574641,execution,fills,0.0,,{}
1779380574641,execution,open_positions,0.0,,{}
1779380574641,execution,exposure,0.0,,{}
1779380574641,execution,realized_pnl,0.0,,{}
1779380574641,execution,unrealized_pnl,0.0,,{}
1779380574641,execution,equity,100.0,,{}
1779380574641,execution,cash,100.0,,{}
1779380574641,execution,rejected_orders,0.0,,{}
1779380574641,execution,open_orders,0.0,,{}
1779380574641,execution,broker_realized_pnl,0.0,,{}
1779380574641,execution,broker_trades,0.0,,{}
1779380574641,execution,broker_wins,0.0,,{}
1779380574641,execution,broker_losses,0.0,,{}
1779380574641,execution,broker_win_rate,0.0,,{}
1779380574641,execution,broker_avg_hold_s,0.0,,{}
1779380574641,execution,broker_current_losing_streak,0.0,,{}
1779380574641,execution,broker_worst_losing_streak,0.0,,{}
1779380574641,execution,broker_open_orders,0.0,,{}
1779380574641,execution,broker_broker_mode,,live_alpaca,{}
1779380574641,safety,safe_mode,0.0,,{}
1779380574641,safety,kill_switch,0.0,,{}
1779380574641,safety,runtime_health_status,,OK,{}
1779380574641,safety,api_errors,0.0,,{}
1779380574641,safety,order_rejections,0.0,,{}
1779380574641,safety,stale_data_violations,0.0,,{}
1779380574641,safety,health_messages,,,"{""value_json"": ""[]""}"
1779380574641,system,rss_memory_mb,82.859,,{}
1779380574641,system,thread_count,2.0,,{}
1779380574641,system,sqlite_size_mb,1882.795,,{}
1779380589748,runtime,uptime_seconds,60.224,,{}
1779380589748,runtime,runtime_profile,,dry_run,{}
1779380589748,runtime,process_start_ts,1779380529.0,,{}
1779380589748,runtime,process_start_ts_ms,1779380529524.0,,{}
1779380589748,runtime,pid,42498.0,,{}
1779380589748,runtime,heartbeat_age_seconds,0.001,,{}
1779380589748,market_data,ws_connected,0.0,,{}
1779380589748,market_data,ws_disconnect_count,0.0,,{}
1779380589748,market_data,poll_ok,134.0,,{}
1779380589748,market_data,poll_err,0.0,,{}
1779380589748,market_data,poll_backoff_s,0.0,,{}
1779380589748,market_data,active_symbols,3.0,,{}
1779380589748,market_data,ready_symbols,0.0,,{}
1779380589748,market_data,ready_symbol_list,,,"{""value_json"": ""[]""}"
1779380589748,market_data,stale_symbols,,,"{""value_json"": ""[]""}"
1779380589748,market_data,stale_global,0.0,,{}
1779380589748,ml,feature_updates,128.0,,{}
1779380589748,ml,prediction_count,0.0,,{}
1779380589748,ml,candidate_count,0.0,,{}
1779380589748,ml,ranking_count,0.0,,{}
1779380589748,ml,signal_count,0.0,,{}
1779380589748,ml,inference_failures,0.0,,{}
1779380589748,ml,fallback_predictions,0.0,,{}
1779380589748,ml,last_refresh_ts_ms,,,{}
1779380589748,ml,last_ranking_ts_ms,,,{}
1779380589748,ml,top_symbols,,,"{""value_json"": ""[]""}"
1779380589748,ml,shadow_prediction_count,0.0,,{}
1779380589748,ml,shadow_candidate_count,0.0,,{}
1779380589748,ml,shadow_signal_count,0.0,,{}
1779380589748,ml,shadow_would_trade_count,0.0,,{}
1779380589748,ml,shadow_blocked_execution_count,0.0,,{}
1779380589748,ml,parity_check_count,0.0,,{}
1779380589748,ml,parity_failure_count,0.0,,{}
1779380589748,execution,fills,0.0,,{}
1779380589748,execution,open_positions,0.0,,{}
1779380589748,execution,exposure,0.0,,{}
1779380589748,execution,realized_pnl,0.0,,{}
1779380589748,execution,unrealized_pnl,0.0,,{}
1779380589748,execution,equity,100.0,,{}
1779380589748,execution,cash,100.0,,{}
1779380589748,execution,rejected_orders,0.0,,{}
1779380589748,execution,open_orders,0.0,,{}
1779380589748,execution,broker_realized_pnl,0.0,,{}
1779380589748,execution,broker_trades,0.0,,{}
1779380589748,execution,broker_wins,0.0,,{}
1779380589748,execution,broker_losses,0.0,,{}
1779380589748,execution,broker_win_rate,0.0,,{}
1779380589748,execution,broker_avg_hold_s,0.0,,{}
1779380589748,execution,broker_current_losing_streak,0.0,,{}
1779380589748,execution,broker_worst_losing_streak,0.0,,{}
1779380589748,execution,broker_open_orders,0.0,,{}
1779380589748,execution,broker_broker_mode,,live_alpaca,{}
1779380589748,safety,safe_mode,0.0,,{}
1779380589748,safety,kill_switch,0.0,,{}
1779380589748,safety,runtime_health_status,,OK,{}
1779380589748,safety,api_errors,0.0,,{}
1779380589748,safety,order_rejections,0.0,,{}
1779380589748,safety,stale_data_violations,0.0,,{}
1779380589748,safety,health_messages,,,"{""value_json"": ""[]""}"
1779380589748,system,rss_memory_mb,84.066,,{}
1779380589748,system,thread_count,2.0,,{}
1779380589748,system,sqlite_size_mb,1883.53,,{}
1779380604767,runtime,uptime_seconds,75.243,,{}
1779380604767,runtime,runtime_profile,,dry_run,{}
1779380604767,runtime,process_start_ts,1779380529.0,,{}
1779380604767,runtime,process_start_ts_ms,1779380529524.0,,{}
1779380604767,runtime,pid,42498.0,,{}
1779380604767,runtime,heartbeat_age_seconds,5.006,,{}
1779380604767,market_data,ws_connected,0.0,,{}
1779380604767,market_data,ws_disconnect_count,0.0,,{}
1779380604767,market_data,poll_ok,170.0,,{}
1779380604767,market_data,poll_err,0.0,,{}
1779380604767,market_data,poll_backoff_s,0.0,,{}
1779380604767,market_data,active_symbols,3.0,,{}
1779380604767,market_data,ready_symbols,0.0,,{}
1779380604767,market_data,ready_symbol_list,,,"{""value_json"": ""[]""}"
1779380604767,market_data,stale_symbols,,,"{""value_json"": ""[]""}"
1779380604767,market_data,stale_global,0.0,,{}
1779380604767,ml,feature_updates,164.0,,{}
1779380604767,ml,prediction_count,0.0,,{}
1779380604767,ml,candidate_count,0.0,,{}
1779380604767,ml,ranking_count,0.0,,{}
1779380604767,ml,signal_count,0.0,,{}
1779380604767,ml,inference_failures,0.0,,{}
1779380604767,ml,fallback_predictions,0.0,,{}
1779380604767,ml,last_refresh_ts_ms,,,{}
1779380604767,ml,last_ranking_ts_ms,,,{}
1779380604767,ml,top_symbols,,,"{""value_json"": ""[]""}"
1779380604767,ml,shadow_prediction_count,0.0,,{}
1779380604767,ml,shadow_candidate_count,0.0,,{}
1779380604767,ml,shadow_signal_count,0.0,,{}
1779380604767,ml,shadow_would_trade_count,0.0,,{}
1779380604767,ml,shadow_blocked_execution_count,0.0,,{}
1779380604767,ml,parity_check_count,0.0,,{}
1779380604767,ml,parity_failure_count,0.0,,{}
1779380604767,execution,fills,0.0,,{}
1779380604767,execution,open_positions,0.0,,{}
1779380604767,execution,exposure,0.0,,{}
1779380604767,execution,realized_pnl,0.0,,{}
1779380604767,execution,unrealized_pnl,0.0,,{}
1779380604767,execution,equity,100.0,,{}
1779380604767,execution,cash,100.0,,{}
1779380604767,execution,rejected_orders,0.0,,{}
1779380604767,execution,open_orders,0.0,,{}
1779380604767,execution,broker_realized_pnl,0.0,,{}
1779380604767,execution,broker_trades,0.0,,{}
1779380604767,execution,broker_wins,0.0,,{}
1779380604767,execution,broker_losses,0.0,,{}
1779380604767,execution,broker_win_rate,0.0,,{}
1779380604767,execution,broker_avg_hold_s,0.0,,{}
1779380604767,execution,broker_current_losing_streak,0.0,,{}
1779380604767,execution,broker_worst_losing_streak,0.0,,{}
1779380604767,execution,broker_open_orders,0.0,,{}
1779380604767,execution,broker_broker_mode,,live_alpaca,{}
1779380604767,safety,safe_mode,0.0,,{}
1779380604767,safety,kill_switch,0.0,,{}
1779380604767,safety,runtime_health_status,,OK,{}
1779380604767,safety,api_errors,0.0,,{}
1779380604767,safety,order_rejections,0.0,,{}
1779380604767,safety,stale_data_violations,0.0,,{}
1779380604767,safety,health_messages,,,"{""value_json"": ""[]""}"
1779380604767,system,rss_memory_mb,84.348,,{}
1779380604767,system,thread_count,2.0,,{}
1779380604767,system,sqlite_size_mb,1884.371,,{}
